UnitCode,Name,Label,Expr1,IsInSTATS,IsREC,IsRECH,IsNREC,IsNRECH,IsCL,IsCCG,IsBC,IsTT,IsTRVS,IsMISC,IsNROS,Formula
MORU,Mount Rushmore NMEM,Day 12 Hwy 244 East,F101,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 13 Hwy 244 East,F110,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 15 Bus Passengers,F131,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 16 Bus Passengers,F140,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 17 Bus Passengers,F149,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 20 Hwy 244 East,F173,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 21 Hwy 244 East,F182,1,1,1,1,1,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 22 Parking Lot,F190,0,0,0,0,0,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,NR,NR,1,1,1,1,1,0,0,0,0,0,0,0,"IIF(RM EQ 1,0.70,IIF(RM EQ 2,0.64,IIF(RM EQ 3,0.67,IIF(RM EQ 4,0.63,IIF(RM EQ 5,0.76,IIF(RM EQ 6,0.72,IIF(RM EQ 7,0.74,IIF(RM EQ 8,0.73,IIF(RM EQ 9,0.88,IIF(RM EQ 10,0.74,IIF(RM EQ 11,0.64,IIF(RM EQ 12,0.69,0))))))))))))"
MORU,Mount Rushmore NMEM,Day 13,F117,1,1,1,1,1,0,0,0,0,0,0,0,"IIF((F110+F111) LT 2*NREP,((((F110+F111)-F112)-((F110+F111)/2))*PPV)+F113,((((F110+F111)-F112)-NREP)*PPV)+F113)"
MORU,Mount Rushmore NMEM,Day 18,F162,1,1,1,1,1,0,0,0,0,0,0,0,"IIF((F155+F156) LT 2*NREP,((((F155+F156)-F157)-((F155+F156)/2))*PPV)+F158,((((F155+F156)-F157)-NREP)*PPV)+F158)"
MORU,Mount Rushmore NMEM,Day 23,F207,1,1,1,1,1,0,0,0,0,0,0,0,"IIF((F200+F201) LT 2*NREP,((((F200+F201)-F202)-((F200+F201)/2))*PPV)+F203,((((F200+F201)-F202)-NREP)*PPV)+F203)"
VIVE,Vietnam Veterans MEM,Day 9 - Sample 6,F70,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 10 - Sample 5,F76,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 11 - Sample 3,F81,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 12 - Sample 2,F87,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 12 - Sample 6,F91,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 13 - Sample 5,F97,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 14 - Sample 3,F102,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 15 - Sample 2,F108,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 16 - Sample 1,F114,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 16 - Sample 5,F118,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 17 - Sample 4,F124,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 18 - Sample 3,F130,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 19 - Sample 1,F135,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 19 - Sample 2,F136,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 19 - Sample 6,F140,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 20 - Sample 5,F146,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 21 - Sample 3,F151,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VIVE,Vietnam Veterans MEM,Day 2,F22,0,0,0,0,0,0,0,0,0,0,0,0,(((F16+F17+F18+F19+F20+F21)/6)*64)
VIVE,Vietnam Veterans MEM,Day 6,F50,0,0,0,0,0,0,0,0,0,0,0,0,(((F44+F45+F46+F47+F48+F49)/6)*64)
VIVE,Vietnam Veterans MEM,Day 10,F78,0,0,0,0,0,0,0,0,0,0,0,0,(((F72+F73+F74+F75+F76+F77)/6)*64)
VIVE,Vietnam Veterans MEM,Day 14,F106,0,0,0,0,0,0,0,0,0,0,0,0,(((F100+F101+F102+F103+F104+F105)/6)*64)
VIVE,Vietnam Veterans MEM,Day 19,F141,0,0,0,0,0,0,0,0,0,0,0,0,(((F135+F136+F137+F138+F139+F140)/6)*64)
VIVE,Vietnam Veterans MEM,Day 23,F169,0,0,0,0,0,0,0,0,0,0,0,0,(((F163+F164+F165+F166+F167+F168)/6)*64)
VIVE,Vietnam Veterans MEM,Day 28,F206,0,0,0,0,0,0,0,0,0,0,0,0,(((F200+F201+F202+F203+F204+F205)/6)*64)
VIVE,Vietnam Veterans MEM,F228,F228,0,0,0,0,0,0,0,0,0,0,0,0,F15+F22+F29+F36+F43+F50+F57+F64+F71+F78+F85+F92+F99+F106+ F113+F120+F127+F134+F141+F148+F155+F162+F169+F176+F183+ F192+F199+F206+F213+F220+F227
JEFM,Thomas Jefferson MEM,Day 11 Sample 5,F83,0,0,0,0,0,0,0,0,0,0,0,0,NULL
JEFM,Thomas Jefferson MEM,Day 12 Sample 3,F88,0,0,0,0,0,0,0,0,0,0,0,0,NULL
JEFM,Thomas Jefferson MEM,Day 13 Sample 2,F94,0,0,0,0,0,0,0,0,0,0,0,0,NULL
JEFM,Thomas Jefferson MEM,Day 13 Sample 6,F98,0,0,0,0,0,0,0,0,0,0,0,0,NULL
JEFM,Thomas Jefferson MEM,Day 3 Total Sample,F29,0,0,0,0,0,0,0,0,0,0,0,0,(((F23+F24+F25+F26+F27+F28)/6)*64)
JEFM,Thomas Jefferson MEM,Day 7 Total Sample,F57,0,0,0,0,0,0,0,0,0,0,0,0,(((F51+F52+F53+F54+F55+F56)/6)*64)
JEFM,Thomas Jefferson MEM,Day 11 Total Sample,F85,0,0,0,0,0,0,0,0,0,0,0,0,(((F79+F80+F81+F82+F83+F84)/6)*64)
JEFM,Thomas Jefferson MEM,"Day 15 Total Sample ",F113,0,0,0,0,0,0,0,0,0,0,0,0,(((F107+F108+F109+F110+F111+F112)/6)*64)
JEFM,Thomas Jefferson MEM,Day 20 Total Sample,F148,0,0,0,0,0,0,0,0,0,0,0,0,(((F142+F143+F144+F145+F146+F147)/6)*64)
JEFM,Thomas Jefferson MEM,Day 24 Total Sample,F176,0,0,0,0,0,0,0,0,0,0,0,0,(((F170+F171+F172+F173+F174+F175)/6)*64)
JEFM,Thomas Jefferson MEM,Day 28 Total Sample,F206,0,0,0,0,0,0,0,0,0,0,0,0,(((F200+F201+F202+F203+F204+F205)/6)*64)
KOWA,Korean War Veterans Memorial,Day 10,F78,0,0,0,0,0,0,0,0,0,0,0,0,(((F72+F73+F74+F75+F76+F77)/6)*64)
KOWA,Korean War Veterans Memorial,Day 14,F106,0,0,0,0,0,0,0,0,0,0,0,0,(((F100+F101+F102+F103+F104+F105)/6)*64)
KOWA,Korean War Veterans Memorial,Day 18,F134,0,0,0,0,0,0,0,0,0,0,0,0,(((F128+F129+F130+F131+F132+F133)/6)*64)
KOWA,Korean War Veterans Memorial,Day 23,F169,0,0,0,0,0,0,0,0,0,0,0,0,(((F163+F164+F165+F166+F167+F168)/6)*64)
KOWA,Korean War Veterans Memorial,Day 28,F206,0,0,0,0,0,0,0,0,0,0,0,0,(((F200+F201+F202+F203+F204+F205)/6)*64)
ADAM,Adams NHP,TOTAL LECTURE SERIES,V130,0,0,0,0,0,0,0,0,0,0,0,0,W1+W2+W3+W4+W5
ADAM,Adams NHP,TOTAL OFF-SITE PRGS,V134,0,0,0,0,0,0,0,0,0,0,0,0,W11+W12+W13+W14+W15
JOTR,Joshua Tree NP,BUSES (7 - 13),BUS2,1,1,1,1,1,0,0,0,0,0,0,0,NULL
CUVA,Cuyahoga Valley NP,ADJ TRAFFIC COUNT AT FRAZEE HOUSE,F130,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2007,(0.646*F10A),F26A)"
CUVA,Cuyahoga Valley NP,ADJ TRAFFIC COUNT AT BRANDYWINE OVERFLOW,F140,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2014,0,IIF(RY EQ 2012,0,IIF(RY GTE 2007,(0.25*F10A),F11A)))"
NATR,Natchez Trace PKWY,VISITORS AT MOUNT LOCUST VISITOR CENTER,S,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BRCA,Bryce Canyon NP,TOUR BUSES (ENTRANCE STATION),F4,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BRCA,Bryce Canyon NP,OVERNIGHT STAYS AT BRYCE CANYON LODGE,F16,1,0,1,0,0,1,0,0,0,0,0,0,NULL
WHIS,Whiskeytown NRA,VISITOR INFO CENTER VISITATION,F17,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2018,IIF(F2A LT 2*(NREPVIC+NRECVIC),(F2A-(F2A/2))*PPV,(F2A-NREPVIC-NRECVIC)*PPV),(((F2*0.60)-144)*2))"
WHIS,Whiskeytown NRA,CRYSTAL CREEK VISITATION,F25,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2018,IIF(F40 LT 2*(NREPCC+NRECCC),(F40-(F40/2))*PPV,(F40-NREPCC-NRECCC)*PPV),(F40-(IIF(F6 LTE 300,0,150)))*2)"
WHIS,Whiskeytown NRA,MISC O/N'S,F33,1,0,1,0,0,0,0,0,0,0,1,0,F11+F12
WHIS,Whiskeytown NRA,NREC,NREC,1,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2018,F37+F27,453+F27)"
WHIS,Whiskeytown NRA,TNRVH,TNRVH,0,0,0,0,0,0,0,0,0,0,0,0,NRECH
WHIS,Whiskeytown NRA,JFK MEMORIAL DRIVE VISITS,SU1M,0,0,0,0,0,0,0,0,0,0,0,0,F15
WHIS,Whiskeytown NRA,J.F.C. POWERHOUSE,SU6M,0,0,0,0,0,0,0,0,0,0,0,0,F23
BIBE,Big Bend NP,Buses at Lodge,F6,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BIBE,Big Bend NP,(RIVER USE)PRIVATE PERMITS,F11,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BIBE,Big Bend NP,(BACKCOUNTRY USE-OTHERS)PERMITS (CUL/SUP),F22,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BICA,Bighorn Canyon NRA,(NORTH DISTRICT)BEGINNING TRAFFIC COUNT AT OK-A-BEH ROAD,F3,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BICA,Bighorn Canyon NRA,(NORTH DISTRICT)BACKCOUNTRY OVERNIGHT STAYS,F13,1,1,1,0,0,0,0,1,0,0,0,0,NULL
BICA,Bighorn Canyon NRA,Persons per Vehicle,PPV,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2010,3.0,2.7)"
RICH,Richmond NBP,VISITORS ENTERING FORT HARRISON VISITOR CENTER,F26,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BITH,Big Thicket NPRES,FM 1276,F90,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RM GTE 1 AND RM LTE 10,25,50)"
BITH,Big Thicket NPRES,Outside Developed Areas (North District),F98,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RM EQ 1 OR RM EQ 2,65,IIF(RM EQ 3 OR RM EQ 4,120, IIF(RM GTE 5 AND RM LTE 8,135,IIF(RM EQ 9,70, IIF(RM EQ 10,110,IIF(RM EQ 11 OR RM EQ 12,105,0))))))"
UPDE,Upper Delaware S&RR,VISITORS TO ZANE GREY MUSEUM,F9,1,0,1,0,0,0,0,0,0,0,0,0,NULL
UPDE,Upper Delaware S&RR,TRAFFIC COUNT AT MONGAUP ACCESS,F14B,1,1,1,0,0,0,0,0,0,0,0,0,NULL
UPDE,Upper Delaware S&RR,TRAFFIC COUNT AT TEN MILE RIVER ACCESS AREA,F21,1,1,1,0,0,0,0,0,0,0,0,0,NULL
UPDE,Upper Delaware S&RR,VISITORS TO ZANE GREY MUSEUM,F54,1,0,1,0,0,0,0,0,0,0,0,0,F9
UPDE,Upper Delaware S&RR,VISITORS AT THE BARRYVILLE OFFICE,F59,1,1,1,0,0,0,0,0,0,0,0,0,F16
UPDE,Upper Delaware S&RR,LACKAWAXEN ACCESS AREA VISITORS,F64,1,1,1,0,0,0,0,0,0,0,0,0,((F19/2)*PCTTFC)*PPV
UPDE,Upper Delaware S&RR,Narrowsburg Fishermen,F74,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RM EQ 5,400,IIF(RM EQ 6,250,IIF(RM EQ 7,300, IIF(RM EQ 8,350,IIF(RM EQ 9,350,0)))))"
UPDE,Upper Delaware S&RR,Total Visitors minus boaters,F84,1,1,1,0,0,0,0,0,0,0,0,0,F48+F53+F55+F59+F59A+F64+F68+F71+F72+F75+F79+F82+F83+F83A
CHCU,Chaco Culture NHP,TRAIL USERS AT PUEBLO PINTABO,F4D,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CHCU,Chaco Culture NHP,BUS PASSENGERS,F6,0,0,0,0,0,0,0,0,0,0,0,0,NULL
SHEN,Shenandoah NP,TOTAL PARK VISITORS,F157,0,0,0,0,0,0,0,0,0,0,0,0,F35+F44+F79+F89+F155
SAPU,Salinas Pueblo Missions NM,MOUND 7 VIEWERS,F187,0,0,0,0,0,0,0,0,0,0,0,0,F70
GUCO,Guilford Courthouse NMP,GROUP VISITORS,F97,0,0,0,0,0,0,0,0,0,0,0,0,F12+F14+F16
BOAF,Boston African American NHS,Recreation Visitor Hours,RECH,1,0,1,0,0,0,0,0,0,0,0,0,REC*LOS
CALO,Cape Lookout NS,CALICO SC DAY USE,F64,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CALICO S DAY USE,F66,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAPE LOOKOUT TOURS SC O/N'S,F33,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAPE LOOKOUT TOURS S DAY USE,F36,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAROLINA OCEAN STUDIES S DAY USE,F71,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GOOD FORTUNE SC O/N'S,F53,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GOOD FORTUNE S DAY USE,F56,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,TOUR BEAUFORT S DAY USE,F108,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GREEN RIVER S O/N'S,F111,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,HI Fishing Center S O/N'S,F115,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,Island Ferry SC Day Use,F74,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,Local Yokel SC Day Use,F79,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,Lookout Cruises SC DAY USE,F89,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAPE POINT TAXI SC O/N'S,F137,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,MULE TRAIN SC O/N'S,F38,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,MULE TRAIN S DAY USE,F41,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,MYSTERY TOURS S DAY USE,F46,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,NC OUTWARD S O/N'S,F119,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,Outer Banks S O/N'S,F25,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,OUTER ISLAND KAYAK SC DAY USE,F122,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,PONY EXPRESS SC DAY USE,F126,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,SAND DOLLAR SC DAY USE,F29,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,WATERFRONT FERRY SC O/N'S,F133,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,ALL OTHERS SC O/N'S,F93,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,ALL OTHERS S DAY USE,F96,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,KEEPERS QUARTERS VC,F157,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,RP PB SOUTH CORE O/N'S,F202,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,RP PWCS SHACKLEFORD O/N'S,F206,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,RP PWCS NORTH CORE DAY USE,F210,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,RP TTRV NORTH CORE O/N'S,F213,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,RP TTRV SOUTH CORE DAY USE,F217,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,Total Day Use Hours,F165,0,0,0,0,0,0,0,0,0,0,0,0,(F163A+F2+F18+F13+F59)*5.5
CALO,Cape Lookout NS,VC visitors,F169,0,0,0,0,0,0,0,0,0,0,0,0,"if(RY GTE 2014, F156+F157+F158+F159+F350, F156+F157)"
CALO,Cape Lookout NS,Harkers Island Picnic Area,F173,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(F1 EQ 0,0,((F1-30)*2.2))"
CALO,Cape Lookout NS,Conc Cabin O/N Stays,F177,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2012,F5+F20,F21+F5)"
CALO,Cape Lookout NS,Total Great Island O/N's,TOT1,0,0,0,0,0,0,0,0,0,0,0,0,F163B
CALO,Cape Lookout NS,Long Point Vehicles On,MMON,0,0,0,0,0,0,0,0,0,0,0,0,F150
CALO,Cape Lookout NS,Great Island Vehicles Off,AGOFF,0,0,0,0,0,0,0,0,0,0,0,0,F153
CALO,Cape Lookout NS,TOTAL BEACH OVERNIGHTS,SU3M,0,0,0,0,0,0,0,0,0,0,0,0,F230+F234+F236
FOTH,Ford's Theatre NHS,PATRONS OF THE ARTS,SU3M,0,0,0,0,0,0,0,0,0,0,0,0,F127
GLAC,Glacier NP,Buses West Entrance,F13A,1,1,1,0,0,0,0,0,0,0,0,0,NULL
GLAC,Glacier NP,TRAFFIC COUNT AT BELLY RIVER,F5,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GLAC,Glacier NP,Hidden (Cut Bank),F8,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GLAC,Glacier NP,TRAFFIC COUNT AT WATERTON,F11,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GLAC,Glacier NP,Apgar Group Campers,F18,1,0,1,0,0,0,0,0,0,0,1,0,NULL
GLAC,Glacier NP,Bowman Lake RV Campers,F22,1,0,1,0,0,0,0,0,0,1,0,0,NULL
GLAC,Glacier NP,Fish Creek Tent Campers,F25,1,0,1,0,0,0,0,0,1,0,0,0,NULL
GLAC,Glacier NP,Logging Creek Tent Campers,F29,1,0,1,0,0,0,0,0,1,0,0,0,NULL
GLAC,Glacier NP,Many Glacier Group Campers,F33,1,0,1,0,0,0,0,0,0,0,1,0,NULL
GLAC,Glacier NP,Rising Sun Tent Campers,F36,1,0,1,0,0,0,0,0,1,0,0,0,NULL
GLAC,Glacier NP,Saint Mary Lake Tent Campers,F40,1,0,1,0,0,0,0,0,1,0,0,0,NULL
GLAC,Glacier NP,Two Medicine RV Campers,F44,1,0,1,0,0,0,0,0,0,1,0,0,NULL
GLAC,Glacier NP,Overnight Stays at Granite Park Chalet,F48,1,0,1,0,0,1,0,0,0,0,0,0,NULL
GLAC,Glacier NP,Polebridge Visitors,F51,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY LTE 2001,((F1*PPV)),((F1*DBLCOUNT)*PPV))"
GLAC,Glacier NP,RECH,RECH,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2003,((rec*iif(rm GTE 6 and rm LTE 9,LOS2,LOS1))+(F61*iif(rm GTE 6 and rm LTE 9,LOSON1,LOSON2))),rec*iif(rm GTE 6 and rm LTE 9,LOS2,LOS1))"
GLAC,Glacier NP,VISITORS TO MANY GLACIER,SU4M,0,0,0,0,0,0,0,0,0,0,0,0,f59
GLAC,Glacier NP,VISITORS TO WALTON/GOAT LICK,SU7M,0,0,0,0,0,0,0,0,0,0,0,0,f54
GLAC,Glacier NP,OVERNIGHT STAYS AT GRANITE PARK AND SPERRY,SU12M,0,0,0,0,0,0,0,0,0,0,0,0,f48
ANDE,Andersonville NHS,AUDIO TOURS,F4A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
ANDE,Andersonville NHS,TOURS OF PUBLIC RELATIONS,F8A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 23 Parking Lot,F199,0,0,0,0,0,0,0,0,0,0,0,0,NULL
MORU,Mount Rushmore NMEM,Day 23 Bus Passengers,F203,1,1,1,1,1,0,0,0,0,0,0,0,NULL
ADAM,Adams NHP,TOTAL EAGLE ACCESS VISITORS,V15,1,1,1,0,0,0,0,0,0,0,0,0,E1+E2+E3+E4+E5
ADAM,Adams NHP,Free Visitor Hours,V28,1,0,1,0,0,0,0,0,0,0,0,0,"IIF(RM LTE 3 OR RM GTE 12,(V22*0.5),(V22*1))"
NCPE,National Capital Parks East,Fort Dupont Rec Vehicles,FD34,1,1,1,0,0,0,0,0,0,0,0,0,(FD3+FD4+FD5)*PCTRFD
NCPE,National Capital Parks East,Kenilworth Aquatic Gardens Visitors,KAREC,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(KA3 LT 2*NREPKW,KA3-(KA3/2),KA3-NREPKW)*PPVKW"
NCPE,National Capital Parks East,Anacostia Non-Rec Visitors,ANNREC,1,0,0,1,1,0,0,0,0,0,0,0,"IIF(F50 LT 2*NREPAN,F50-(F50/2),F50-NREPAN)*(1-PCTRAN)*PPVNR"
DRTO,Dry Tortugas NP,PASSENGERS OF OTHER MORNING RECREATION VESSELS (4+ PER BOAT),F4B,1,1,1,0,0,0,0,0,0,0,1,0,NULL
WICA,Wind Cave NP,Cave visitors HOURS,F24,1,0,1,0,0,0,0,0,0,0,0,0,F23*LOSCAVE
WICA,Wind Cave NP,HIGHWAY 385 WEST,SU2M,0,0,0,0,0,0,0,0,0,0,0,0,F2
NAVA,Navajo NM,TENT OVERNIGHT STAYS,F5,1,0,1,0,0,0,0,0,1,0,0,0,NULL
NAVA,Navajo NM,A/V LASER SHOW ATTENDANCE,F12B,0,0,0,0,0,0,0,0,0,0,0,0,NULL
NAVA,Navajo NM,VISITORS HIKING KEET SEEL,F19,1,0,1,0,0,0,0,0,0,0,0,0,NULL
GRBA,Great Basin NP,TRAFFIC COUNT AT STRAWBERRY CREEK,F4,1,1,1,0,0,0,0,0,0,0,0,0,NULL
GRBA,Great Basin NP,BUSES,F15A,1,1,1,0,0,0,0,0,0,0,0,0,NULL
GRBA,Great Basin NP,OVERNIGHT STAYS BY GROUP CAMPERS AT GREY CLIFFS,F18A,1,0,1,0,0,0,0,0,0,0,1,0,NULL
FODA,Fort Davis NHS,ON-SITE PROGRAMS,F63A,0,0,0,0,0,0,0,0,0,0,0,0,F25D
LAMR,Lake Meredith NRA,ENDING TRAFFIC COUNT AT CEDAR CANYON,F4,1,1,1,0,0,0,0,0,0,0,1,0,NULL
LAMR,Lake Meredith NRA,ENDING TRAFFIC COUNT AT FRITCH FORTRESS,F8,1,1,1,0,0,0,0,0,0,0,0,0,NULL
LAMR,Lake Meredith NRA,BEGINNING TRAFFIC COUNT AT BLUE WEST,F15,0,0,0,0,0,0,0,0,0,0,0,0,NULL
LAMR,Lake Meredith NRA,ENDING TRAFFIC COUNT AT NORTH CANYON,F22,0,0,0,0,0,0,0,0,0,0,0,0,NULL
LAMR,Lake Meredith NRA,TENT SITES OCCUPIED AT HARBOR BAY,F46,1,0,1,0,0,0,0,0,1,0,0,0,NULL
LAMR,Lake Meredith NRA,(OLD) GROUP CAMPERS AT BLUE WEST,F58,0,0,0,0,0,0,0,0,0,0,0,0,NULL
LAMR,Lake Meredith NRA,(OLD) GROUP CAMPERS AT SANFORD-YAKE,F64,0,0,0,0,0,0,0,0,0,0,0,0,NULL
LAMR,Lake Meredith NRA,(OLD) BOAT OVERNIGHT STAYS AT BATES,F73,0,0,0,0,0,0,0,0,0,0,0,0,NULL
RICH,Richmond NBP,TRAFFIC COUNT AT PARKER'S BATTERY,F32,1,1,1,0,0,0,0,0,0,0,0,0,NULL
RICH,Richmond NBP,PARKS AS CLASSROOMS,F38,0,0,0,0,0,0,0,0,0,0,0,0,NULL
RICH,Richmond NBP,OFF-SITE PROGRAMS,F41,0,0,0,0,0,0,0,0,0,0,0,0,NULL
RICH,Richmond NBP,FORT DARLING HOURS,F108A,1,0,1,0,0,0,0,0,0,0,0,0,F108*LOSFD
RICH,Richmond NBP,WATT HOUSE NON-REC,F106B,1,0,0,1,1,0,0,0,0,0,0,0,NRECWH*PPVWNR
RICH,Richmond NBP,GLENDALE VC HOURS,F10A,0,0,0,0,0,0,0,0,0,0,0,0,F10*2
CUVA,Cuyahoga Valley NP,BEGINNING VEHICLE COUNT AT KENDALL LAKE AREA,B3,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CUVA,Cuyahoga Valley NP,BEGINNING VEHICLE COUNT AT LITTLE MEADOWS AREA,B7,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CUVA,Cuyahoga Valley NP,BEGINNING VEHICLE COUNT AT OAK HILL PARKING AREA,B12,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CUVA,Cuyahoga Valley NP,Everett Covered Bridge,F87,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2022,F138A,IIF(RY GTE 2007,F138*PPV,((((F18-B18)-NREP1)/2)*PPV)))"
CUVA,Cuyahoga Valley NP,Happy Days Visitor Center,F103,1,0,1,0,0,0,0,0,0,0,0,0,F26
CUVA,Cuyahoga Valley NP,Environmental Education Center,F111,1,1,1,0,0,0,0,0,0,0,0,0,F30
CUVA,Cuyahoga Valley NP,SPECIAL USE/PERMIT VISITORS,F119,1,1,1,0,0,0,0,0,0,0,0,0,F35A+F35
